,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,Q43A,Q44A,Q45A,Q46A,Q47A,Q48A,Q49A,Q50A,Q51A,Q52A,Q53A,Q54A,Q55A,Q56A,T1A,T2A,T3A,T4A,T5A,T6A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,drug1,drug2,drug3,drug4,drug5,drug6,drug7,drug8,drug9
61,3,3,2,3,2,2,3,2,2,2,3,2,2,3,2,2,2,3,3,3,2,2,3,3,2,2,2,3,2,3,2,2,2,2,3,2,2,3,4,2,2,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,2,1,2,2,2,2,5,2,2,2,5,3,5,3,5,4,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,2,2,2,1,19,1,1,1,6,1,1,3,2,2,0,1,0,0,2,1,0
62,3,2,2,2,3,1,2,2,2,2,2,3,2,4,3,3,4,1,3,2,1,3,3,2,3,2,3,3,3,1,2,3,3,3,4,3,3,3,1,3,3,3,1,2,3,4,3,1,3,2,4,2,2,3,2,3,2,1,1,1,1,1,4,6,7,2,6,2,3,1,7,4,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,4,3,2,2,24,1,2,1,6,2,1,3,1,0,0,0,0,0,2,0,0
63,3,3,4,4,2,3,3,3,2,3,1,4,2,4,1,3,1,2,1,2,1,1,2,4,1,3,3,2,4,4,3,4,4,3,4,3,2,1,4,3,4,3,3,2,2,3,3,2,3,4,4,2,3,3,4,4,1,1,2,2,1,2,1,3,2,5,7,7,7,7,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,46,1,2,2,6,2,3,3,3,4,3,2,4,0,2,0,0
64,3,3,2,4,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,4,3,4,4,3,4,2,2,1,3,1,1,4,2,3,1,4,3,3,3,2,2,1,1,1,1,7,7,5,2,2,3,4,3,7,5,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,1,1,20,1,1,1,6,2,1,3,0,0,0,0,0,0,2,0,0
65,2,3,3,2,2,3,2,2,2,2,2,4,2,2,2,2,2,1,2,1,1,2,2,3,1,1,2,2,3,4,3,4,4,3,4,3,4,2,3,3,3,3,3,3,2,4,2,3,3,2,4,3,3,4,4,3,1,2,2,2,2,1,3,6,2,7,7,6,5,7,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,25,1,9,2,7,1,1,3,2,0,0,2,2,2,2,0,0
66,1,2,3,4,2,2,3,2,3,3,3,3,2,3,4,4,2,2,2,2,1,3,2,4,1,3,2,3,2,1,4,4,4,3,3,2,1,2,1,2,3,3,4,4,4,4,3,3,3,4,4,4,2,2,3,4,2,1,2,1,2,2,6,5,2,7,6,6,7,2,2,3,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,3,1,22,2,12,5,6,1,1,5,1,0,0,0,0,0,1,0,0
67,2,2,3,3,2,3,3,2,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,1,2,3,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,2,1,3,5,5,5,6,5,6,6,5,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,22,2,12,1,7,2,1,5,2,0,0,0,0,0,2,1,0
68,3,4,2,4,4,4,4,4,3,3,4,3,3,4,2,3,3,2,4,3,3,3,4,4,4,4,3,3,3,4,3,4,4,1,4,3,4,1,3,2,3,1,4,4,3,3,3,2,4,4,3,4,4,4,3,4,1,1,2,1,2,2,7,2,7,1,7,3,7,3,6,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,2,2,2,1,20,1,7,1,6,2,1,2,2,0,0,0,0,0,2,2,0
69,2,3,1,3,3,2,3,2,2,2,1,3,2,4,4,4,2,3,3,4,2,3,4,4,2,3,2,2,2,3,3,4,3,4,3,2,2,1,2,2,3,2,4,4,2,2,3,4,2,4,2,4,3,2,1,4,2,1,2,1,1,2,2,2,6,2,5,7,7,1,7,5,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,17,1,2,1,6,2,1,4,2,0,0,0,0,0,3,0,0
70,3,3,4,4,3,2,4,3,2,4,4,4,2,4,2,3,3,1,3,2,1,3,3,3,3,2,2,2,3,3,3,4,3,3,3,3,2,2,4,3,3,4,2,2,2,2,3,1,3,2,3,2,2,2,1,2,1,2,2,1,1,1,2,1,6,2,7,6,5,2,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,34,1,1,1,6,1,2,3,2,0,0,3,0,0,2,0,0
71,3,3,3,4,1,3,4,4,2,3,2,4,1,3,2,3,1,3,2,3,1,3,3,2,2,3,1,3,3,2,3,3,4,3,3,3,3,4,3,2,3,3,3,3,2,4,3,3,3,2,4,3,4,4,3,3,1,2,2,2,2,1,3,5,6,3,7,6,5,5,5,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,2,2,22,1,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0
72,3,1,2,3,3,2,3,3,3,4,1,3,1,3,1,4,2,3,3,3,1,2,4,2,3,4,3,3,3,1,3,3,3,3,3,3,3,1,3,2,3,3,4,4,2,3,3,3,4,4,2,4,4,2,3,4,2,1,2,2,2,2,5,4,6,5,5,6,6,5,3,4,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,30,1,5,1,6,2,1,4,2,0,0,0,0,0,1,2,0
73,2,4,2,3,3,2,4,2,3,4,1,3,2,4,2,3,3,2,2,3,3,2,4,3,3,4,4,4,4,3,3,3,4,3,4,2,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,2,4,2,3,3,1,2,2,2,2,2,6,3,5,1,7,7,6,5,7,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,2,21,1,12,1,1,2,1,2,0,0,0,0,0,0,1,0,0
74,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,3,2,3,2,2,2,2,3,3,1,1,2,1,1,2,4,5,5,3,6,4,6,2,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,2,2,54,1,12,1,5,1,3,5,0,0,0,0,0,0,0,0,0
75,3,2,4,3,2,3,3,3,3,3,4,3,1,4,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,2,2,3,3,3,3,2,3,3,3,4,2,3,3,3,3,1,1,2,2,2,2,3,5,6,5,6,7,6,6,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,23,1,1,3,1,2,1,2,2,0,0,0,0,0,2,0,0
76,4,4,4,3,3,1,3,2,2,3,4,4,2,4,2,2,2,2,1,3,3,2,4,2,1,4,2,4,3,4,4,3,2,4,4,4,2,3,2,4,4,4,4,3,3,4,2,4,4,2,4,2,4,4,4,3,1,2,2,2,2,1,2,7,5,5,7,7,3,5,7,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,24,1,1,2,7,1,1,3,2,3,0,3,0,4,4,0,0
77,1,1,2,3,2,4,2,2,2,3,1,3,2,3,3,3,3,3,3,3,2,3,2,3,3,4,2,3,2,2,3,3,4,3,4,2,1,2,4,2,3,4,3,3,1,4,2,4,3,3,4,2,4,4,3,2,2,2,2,1,1,1,2,6,7,5,3,1,6,4,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,50,2,1,1,6,1,1,2,2,0,2,0,2,0,3,2,2
78,4,3,3,4,2,2,3,2,1,2,3,3,3,3,3,3,1,1,3,3,2,1,3,2,2,2,2,3,2,3,4,4,3,4,4,3,3,2,3,2,2,4,4,4,3,2,2,4,1,3,3,2,3,3,4,1,2,1,2,1,1,2,2,5,4,3,6,5,6,7,7,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,1,30,1,1,2,6,1,3,4,3,3,0,3,3,2,2,0,2
79,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,3,2,3,1,2,1,3,3,4,2,3,1,2,2,3,4,4,3,2,4,3,3,1,2,1,1,2,2,4,2,2,3,2,2,3,3,4,2,2,2,4,2,1,2,1,1,1,1,4,4,7,4,7,5,4,1,4,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,2,2,38,1,2,1,6,1,1,2,0,0,0,0,0,0,0,0,0
80,4,3,4,4,3,4,4,4,3,4,3,4,3,4,1,3,1,1,1,1,1,2,2,3,1,2,1,2,2,3,4,3,4,3,4,3,2,1,3,2,3,3,4,4,4,4,2,3,3,3,4,4,4,3,3,4,1,1,2,2,2,2,6,4,2,2,7,4,6,6,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,0,1,2,25,1,1,1,1,2,1,2,2,0,0,0,2,0,2,0,0
81,3,2,3,3,2,2,2,2,2,2,3,1,2,2,2,2,3,1,3,3,2,2,2,3,2,2,2,3,3,1,2,3,2,3,3,3,2,2,3,2,3,3,2,3,2,4,2,2,3,2,3,2,3,2,3,1,2,1,1,1,1,1,2,3,5,6,4,6,4,3,2,4,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,3,2,2,2,21,1,2,2,6,2,1,2,2,0,0,0,0,0,2,0,0
82,3,4,4,4,4,3,3,3,2,4,4,4,4,4,3,3,4,3,3,4,2,3,3,4,2,3,3,4,3,2,4,3,3,3,4,2,3,2,4,2,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,2,2,5,5,7,6,5,4,5,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,37,1,3,2,6,1,3,2,1,0,0,3,0,2,3,0,0
83,3,2,3,3,2,1,3,2,3,2,2,3,2,3,3,3,2,3,3,2,2,2,4,3,3,3,2,3,3,2,3,3,3,3,4,3,2,2,2,2,3,3,3,3,2,2,3,3,3,2,2,1,2,3,2,2,2,1,1,1,1,1,6,5,3,4,5,1,5,5,4,4,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,2,1,27,1,1,1,6,1,1,2,2,1,0,1,0,0,2,1,0
84,1,2,1,3,1,3,3,3,2,3,4,3,3,1,4,3,1,4,1,3,1,4,3,3,1,2,1,3,3,3,4,4,4,4,3,4,4,3,3,3,3,4,2,2,1,2,1,1,3,2,2,1,3,2,1,2,2,1,2,1,1,1,2,6,7,4,5,2,1,1,3,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,2,1,19,1,2,2,6,1,1,4,0,0,0,0,0,0,2,0,0
85,1,1,2,4,1,3,2,2,2,2,2,4,3,3,3,4,2,4,2,3,1,4,4,1,2,2,1,2,3,4,4,4,4,4,3,4,4,3,4,3,3,4,1,2,1,3,2,1,2,1,3,1,4,2,2,2,1,1,2,2,1,1,5,7,7,3,5,1,3,2,6,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,2,3,3,2,21,1,2,4,6,1,1,3,0,0,0,0,0,0,1,1,0
86,3,3,3,4,2,3,4,3,2,3,4,4,4,4,1,3,2,2,1,3,1,2,3,3,1,2,1,3,3,4,4,3,4,3,4,3,4,2,3,3,4,2,3,2,2,4,3,4,4,2,4,2,4,3,3,3,1,1,2,2,2,1,2,5,2,3,6,5,5,5,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,34,1,2,1,6,2,1,1,1,2,0,3,0,0,2,0,0
87,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,2,2,2,3,3,3,2,4,3,3,3,3,3,2,3,2,4,2,3,2,2,3,4,4,3,4,3,4,4,4,4,4,4,4,2,3,1,1,2,1,2,2,2,3,5,6,6,6,6,6,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,19,1,4,1,3,1,1,2,0,0,0,0,0,0,2,0,0
88,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,2,2,2,3,2,3,2,4,4,4,3,4,4,3,4,2,1,3,4,3,2,2,3,3,3,4,3,4,2,3,1,4,3,3,2,1,1,2,2,2,1,6,2,5,1,7,5,6,5,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,19,1,12,1,6,2,1,3,0,0,0,0,0,0,2,0,0
89,3,4,3,3,2,2,3,2,2,3,1,3,2,4,2,3,2,3,3,2,1,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,4,2,2,3,2,3,3,3,2,2,2,2,4,2,1,2,1,1,2,2,1,5,3,6,7,6,3,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,19,2,1,1,6,2,1,4,0,0,0,0,0,0,3,4,0
90,2,3,3,4,3,3,2,3,2,2,1,4,3,3,2,1,2,2,3,3,1,2,3,2,2,3,1,3,1,3,3,3,4,2,3,3,3,3,1,2,3,3,3,3,2,3,3,2,2,2,3,2,3,4,3,3,2,2,1,2,2,1,1,4,5,4,6,5,5,1,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,76,2,1,1,6,1,2,2,2,2,0,2,3,0,2,2,0
91,3,3,3,3,4,4,2,2,3,2,1,4,2,3,3,3,3,3,4,1,2,1,3,3,3,2,2,3,4,4,4,4,3,4,3,2,4,3,3,2,3,3,2,2,1,1,3,3,3,3,3,2,4,3,3,4,2,1,2,1,1,2,5,5,6,1,5,6,7,6,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,37,1,2,1,6,1,2,2,0,0,0,0,0,0,0,0,0
92,2,3,4,4,2,2,2,2,2,3,2,4,2,2,3,4,2,3,3,2,2,3,2,3,2,4,2,3,2,4,3,3,4,2,3,3,4,2,3,3,3,2,4,4,3,2,4,3,3,3,3,4,2,2,3,3,2,2,2,1,2,1,4,5,4,5,6,5,5,2,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,28,1,12,1,6,2,1,3,1,2,2,4,2,2,1,1,0
93,2,3,3,4,2,1,3,1,2,3,1,4,1,4,2,2,3,2,4,3,2,1,3,4,4,4,3,3,2,2,2,4,4,4,4,3,2,1,4,4,4,4,4,3,1,4,4,2,4,3,4,3,1,1,2,4,1,1,2,1,1,1,2,6,7,5,5,6,6,6,6,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,18,1,7,1,7,2,1,1,2,0,0,0,0,0,3,0,0
94,4,3,4,4,2,4,4,4,3,4,4,4,4,4,1,4,3,3,3,4,3,4,4,4,3,4,3,2,4,4,4,4,4,3,4,3,4,2,3,2,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,1,2,2,2,2,1,2,2,5,5,7,5,7,4,3,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,2,3,1,2,45,1,2,1,6,1,2,2,1,0,0,0,0,0,2,0,0
95,3,3,4,3,2,1,4,2,3,3,4,3,3,1,1,4,3,3,3,3,3,3,3,4,3,3,2,3,2,3,4,4,3,2,4,3,4,1,4,3,3,2,3,3,2,2,2,3,1,3,2,2,1,3,1,3,2,1,2,1,1,1,3,5,6,4,5,5,5,5,3,5,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,2,1,22,1,2,1,6,1,1,2,2,0,0,0,0,0,2,0,0
96,1,3,2,4,2,4,2,2,2,2,1,3,1,3,3,3,1,2,2,3,2,1,3,3,2,3,2,2,1,1,2,2,3,3,3,1,2,1,1,1,3,3,4,4,3,4,2,3,4,3,4,4,4,3,3,3,2,2,2,1,2,2,1,2,2,5,6,6,6,7,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,2,39,1,2,1,6,2,1,1,1,0,0,2,0,0,2,1,0
97,3,3,3,4,4,3,4,2,2,3,2,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,4,3,3,3,4,3,3,2,3,3,3,2,3,3,3,3,4,1,1,2,1,2,2,5,2,7,2,7,6,6,5,6,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,4,1,1,1,38,1,12,1,5,2,2,3,2,0,2,0,2,2,2,0,0
98,2,3,2,3,2,2,3,2,3,3,1,4,2,4,3,3,2,2,3,2,1,3,2,3,2,3,2,3,2,4,4,4,4,3,3,3,4,2,2,3,3,4,4,4,2,3,3,4,4,3,3,3,4,3,4,4,2,1,2,1,1,2,6,5,5,6,7,2,7,3,6,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,1,1,29,1,2,3,6,2,3,4,2,0,0,0,0,0,2,0,0
99,3,2,3,2,2,3,3,2,1,2,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,2,3,1,3,3,3,2,3,3,2,1,2,3,2,2,2,3,3,3,1,2,2,3,2,3,2,2,2,2,2,1,1,1,1,3,2,5,1,4,5,4,2,7,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,18,1,1,1,6,2,1,5,2,0,0,2,0,0,2,0,0
100,2,2,2,3,3,2,2,2,2,2,2,3,2,4,4,3,4,3,3,3,3,3,3,4,4,3,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2,1,3,2,2,3,1,3,3,2,1,2,1,2,2,3,2,6,5,5,3,6,2,5,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,45,1,7,1,6,2,1,3,2,3,0,4,0,0,3,0,0
101,1,2,2,3,1,2,2,2,1,4,2,3,1,2,3,2,2,3,3,3,3,3,1,4,3,3,2,3,1,1,3,2,3,2,3,2,1,2,2,3,3,1,3,4,3,3,3,4,2,2,3,3,3,4,2,3,2,2,2,1,1,2,1,6,3,7,2,4,4,5,3,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,24,1,2,3,6,1,1,4,0,0,0,0,0,0,2,0,0
102,3,3,4,2,2,3,3,2,2,4,3,3,2,3,3,1,3,2,2,3,1,2,2,3,2,2,1,3,2,2,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,4,1,3,3,3,4,4,2,2,4,3,2,2,2,1,2,2,2,4,2,7,6,7,4,7,3,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,24,1,1,2,6,1,1,2,2,2,0,2,0,0,3,1,0
103,2,2,2,4,2,2,3,3,2,2,2,3,2,3,3,4,3,4,3,4,2,3,2,3,3,4,2,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3,4,4,1,3,3,4,4,4,3,4,4,4,3,4,2,1,2,1,2,2,5,1,7,7,5,7,7,3,3,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,2,2,1,29,1,12,5,6,0,1,0,0,0,0,0,0,0,0,0,0
104,3,2,4,4,2,2,3,3,2,3,1,3,2,3,2,3,2,2,3,1,2,2,3,3,3,3,2,2,3,2,2,3,3,3,4,3,1,2,3,3,3,2,3,4,2,4,3,3,4,3,4,3,3,3,3,3,1,1,2,2,2,2,4,3,5,6,6,4,6,2,4,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,2,30,1,8,5,7,2,1,2,0,0,0,0,0,0,2,0,0
105,2,3,3,1,1,4,2,3,2,3,4,3,2,3,2,1,1,3,1,4,1,4,3,1,1,4,1,4,3,1,1,4,4,4,3,4,2,4,4,4,4,4,1,1,1,4,1,1,4,1,4,1,4,4,1,1,2,2,2,1,2,1,1,6,3,7,5,7,1,6,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,27,1,2,1,5,2,1,1,1,0,0,3,1,1,2,1,0
106,2,2,1,4,2,4,3,3,2,3,1,4,2,3,3,4,2,4,3,2,3,3,2,3,1,3,2,3,3,2,3,3,3,3,4,2,3,3,3,1,2,2,4,4,2,4,3,3,4,4,4,4,4,3,3,4,2,1,2,1,2,2,2,4,4,6,4,3,6,4,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,2,1,27,3,6,1,6,1,2,3,0,0,0,0,0,0,0,0,0
107,4,3,2,4,2,2,3,3,2,3,2,4,3,3,3,4,3,3,3,4,1,4,3,3,3,3,2,4,4,3,3,3,3,3,4,3,2,3,4,3,4,3,4,4,3,3,3,3,4,4,3,4,2,4,3,4,1,2,2,2,1,2,5,5,7,6,6,4,6,2,5,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,1,1,36,1,2,1,6,1,2,3,1,1,1,1,2,2,2,0,0
108,3,4,3,3,1,4,3,2,2,4,4,4,2,4,1,3,3,1,1,4,2,3,3,2,1,3,2,3,1,2,1,2,4,1,3,2,3,1,1,3,4,3,3,4,3,4,1,2,4,3,4,3,4,3,3,4,1,2,2,2,2,2,2,5,7,6,6,3,6,7,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,2,1,18,1,2,2,6,2,1,2,0,0,0,0,0,0,2,0,0
109,2,2,4,4,4,4,2,2,1,2,1,3,2,2,4,4,4,4,4,4,2,4,4,4,2,4,2,4,4,2,4,4,4,4,4,3,4,3,4,4,4,4,4,3,1,4,2,2,4,4,4,3,4,2,3,3,1,2,2,1,1,1,1,7,6,3,2,7,3,1,5,4,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,2,1,1,23,3,7,2,7,2,1,3,0,0,0,0,0,0,2,0,0
110,2,3,2,3,4,2,3,3,3,2,4,3,4,2,3,4,2,4,3,3,1,3,4,3,2,2,1,3,3,3,3,4,4,3,3,3,3,2,4,3,3,3,3,4,2,4,3,3,4,2,4,2,3,3,3,3,1,1,1,1,1,1,5,5,5,2,6,2,3,3,5,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,27,1,2,1,6,2,1,3,1,2,0,0,0,0,3,2,0
111,2,1,2,2,3,1,1,1,2,2,1,2,1,4,3,3,3,2,3,2,2,4,3,4,3,1,2,4,4,2,3,4,3,3,4,4,3,1,3,2,1,4,4,4,1,4,4,4,4,2,4,1,3,3,4,2,2,2,1,1,1,1,1,1,6,2,4,6,5,5,7,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,25,1,2,1,6,2,1,2,0,0,0,0,0,0,0,0,0
112,2,3,3,3,2,3,2,2,2,2,3,3,2,3,2,3,2,2,3,2,2,2,2,3,2,3,1,2,3,1,2,3,3,3,4,3,2,2,3,2,3,3,4,3,2,3,2,1,3,3,3,2,3,2,3,3,2,2,2,2,2,1,3,5,5,6,3,6,5,6,5,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,29,1,1,1,6,1,1,3,2,2,3,1,0,3,2,2,0
113,2,3,2,2,3,1,4,2,3,2,1,2,2,3,3,3,3,3,3,3,2,2,3,3,3,4,2,3,2,3,2,2,2,3,3,3,3,2,2,3,4,2,3,4,2,3,2,2,3,3,3,3,2,2,2,3,1,1,2,1,2,1,3,5,7,4,6,5,6,2,6,6,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,2,1,21,1,7,1,6,1,1,3,1,0,0,0,2,0,2,1,0
114,3,3,3,4,2,2,3,3,2,3,2,4,2,4,2,4,3,2,3,3,1,2,2,3,3,2,2,2,1,3,3,1,3,2,3,3,2,1,2,3,3,4,4,4,2,4,3,4,4,3,4,3,4,4,4,3,1,1,2,1,2,2,3,1,5,7,6,3,6,7,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,24,1,2,5,6,2,1,1,2,0,0,0,0,0,4,3,0
115,3,2,3,4,2,3,3,3,3,3,2,4,3,3,2,3,3,2,3,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,4,4,2,3,2,3,3,3,3,2,3,2,3,3,1,1,2,2,2,1,5,5,6,2,7,5,5,3,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,1,1,25,3,0,0,6,1,1,2,0,0,0,0,0,0,1,0,0
116,1,2,2,4,2,2,2,3,4,2,3,4,2,2,3,4,2,4,2,2,1,2,3,3,2,2,2,2,3,1,3,3,4,3,3,4,3,1,4,3,3,4,3,2,2,3,2,2,4,3,3,2,3,3,3,3,2,2,2,1,1,1,3,2,7,6,4,1,5,3,4,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,17,1,2,3,6,2,1,2,0,0,0,0,0,0,0,0,0
117,1,2,3,4,4,4,2,2,3,1,3,3,2,3,3,3,3,3,3,1,3,3,2,4,3,4,3,3,1,2,2,3,3,2,2,2,1,3,2,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,1,2,1,2,2,6,1,5,5,3,1,7,1,4,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,2,1,24,3,7,1,6,2,2,2,2,0,0,3,0,0,2,1,0
118,3,2,3,3,3,3,3,3,3,3,2,4,2,3,2,3,3,3,3,2,3,1,2,3,2,2,3,2,4,4,3,3,4,2,4,3,3,3,3,2,2,3,3,3,1,3,3,2,3,2,2,2,4,2,3,3,1,1,2,1,2,2,3,2,6,5,6,5,4,2,6,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,1,1,72,2,1,1,6,2,2,3,2,0,0,0,0,0,2,0,3
119,3,3,4,4,3,4,3,3,4,4,3,4,2,3,2,3,3,2,2,3,1,2,3,3,1,4,1,2,3,2,3,3,4,4,4,3,3,3,3,4,4,3,4,4,2,4,2,3,4,2,3,3,4,3,4,2,1,1,2,2,2,1,5,2,5,5,7,7,6,6,7,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,2,1,1,1,17,1,1,3,6,2,1,3,1,0,0,0,0,0,2,0,4
120,2,2,4,4,2,3,3,3,3,4,3,4,3,2,3,3,1,3,1,4,1,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,3,4,1,2,2,2,2,2,1,2,3,2,1,2,1,1,2,2,1,1,5,7,7,5,7,5,2,2,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,1,2,35,2,2,1,6,2,1,1,4,0,4,0,0,0,3,0,0
121,3,2,2,3,2,3,3,3,1,2,1,2,1,3,3,3,2,2,3,2,1,2,2,3,2,3,1,1,3,3,3,4,3,3,4,3,1,2,3,1,3,3,4,4,1,4,2,3,4,4,4,2,3,4,4,4,2,1,2,1,1,1,1,2,2,7,6,6,6,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,30,1,1,1,6,1,1,2,2,2,2,3,3,2,3,0,0
