,Q1S,Q2S,Q3S,Q4S,Q5S,Q6S,Q7S,Q8S,Q9S,Q10S,Q11S,Q12S,Q13S,Q14S,Q15S,Q16S,Q17S,Q18S,Q19S,Q20S,Q21S,Q22S,Q23S,Q24S,Q25S,Q26S,Q27S,Q28S,Q29S,Q30S,Q31S,Q32S,age,gender,engnat
12639,-1,5,4,4,4,3,1,1,-2,1,3,2,1,4,-1,3,4,0,0,0,5,1,2,0,-1,2,1,5,1,0,3,3,18,2,1
12640,0,4,4,4,4,3,1,2,0,2,2,2,3,4,0,2,5,3,3,4,3,0,1,1,2,3,3,3,3,2,4,4,20,2,2
12641,2,0,3,4,4,5,2,3,0,-1,2,3,4,5,0,2,2,3,3,1,3,5,4,0,-3,1,1,5,2,3,4,2,17,1,1
12642,1,0,2,0,4,0,-1,1,2,2,2,3,2,5,0,0,1,0,-1,3,5,2,-1,0,-1,2,-1,1,0,1,3,-1,20,1,2
12643,2,3,5,2,5,3,2,2,1,3,1,4,4,5,0,3,5,5,2,5,5,1,2,3,3,4,2,4,4,5,3,3,47,1,1
12644,3,5,5,5,5,5,3,3,5,5,5,5,5,3,-1,3,5,4,1,5,5,3,1,5,1,5,1,-1,3,2,5,3,61,1,1
12645,2,5,5,3,4,3,2,4,4,4,3,1,4,4,0,1,5,2,3,2,2,0,1,1,1,2,4,3,4,3,3,4,25,2,1
12646,-1,-1,3,-1,-1,1,1,-1,-5,1,-1,1,-3,5,3,1,3,1,-1,-1,1,-3,1,3,-1,-1,1,5,3,-3,-1,1,16,1,2
12647,2,1,3,1,5,3,3,2,3,5,5,5,5,5,3,4,5,1,2,4,5,3,4,2,1,3,1,5,5,1,3,3,41,1,2
12648,0,2,4,1,4,3,2,5,4,3,2,1,3,5,0,3,4,3,0,1,3,0,3,3,1,4,3,3,3,0,4,3,27,1,1
12649,3,5,4,3,4,1,2,3,0,2,1,3,0,4,0,0,3,1,1,4,3,1,1,2,3,2,2,2,3,0,3,4,18,2,1
12650,2,2,3,4,5,4,5,3,0,0,3,1,0,3,1,1,3,3,0,4,5,0,1,2,1,4,4,4,2,2,4,3,19,2,1
12651,0,-2,3,1,2,2,-3,0,5,4,4,3,0,3,-1,2,1,0,1,3,2,-2,-1,0,-3,3,2,4,1,2,5,0,17,2,2
12652,2,3,5,2,5,5,3,5,5,5,5,5,5,5,4,4,4,2,3,2,5,5,3,4,1,3,3,5,5,5,3,4,22,1,2
12653,3,5,5,2,5,5,2,3,3,3,1,3,3,4,2,2,5,2,3,5,1,4,3,5,3,-2,3,0,2,2,4,4,35,2,1
12654,4,5,5,5,5,4,3,1,3,4,2,2,1,5,3,4,5,4,2,4,4,2,1,5,1,3,3,4,3,3,4,4,37,2,1
12655,0,-1,4,3,5,2,1,2,1,2,2,4,3,5,-1,3,3,1,2,1,3,0,3,1,1,1,2,2,2,1,2,3,17,2,2
12656,3,3,4,4,3,3,1,2,1,2,1,3,2,4,0,2,5,3,0,3,1,1,2,1,0,2,1,3,3,1,3,3,18,2,1
12657,2,2,5,3,5,3,5,3,2,2,2,1,2,4,2,2,5,5,2,5,3,2,2,4,-2,5,2,4,3,3,5,4,57,2,1
12658,2,3,5,3,5,3,4,4,1,2,4,2,3,5,3,4,4,4,-1,4,5,0,2,5,0,3,4,2,4,5,4,3,49,1,1
12659,-1,4,5,3,4,3,2,1,-1,1,0,2,0,4,1,1,2,2,-1,4,0,2,1,0,1,2,0,3,0,0,3,1,18,2,2
12660,2,5,5,4,4,2,2,4,-1,3,3,1,1,4,1,0,5,3,3,2,3,-1,1,1,0,1,4,4,3,2,4,5,19,2,1
12661,3,4,4,4,5,5,1,3,1,1,3,1,-1,4,0,0,4,2,2,1,2,3,0,0,-3,2,5,1,1,0,5,2,21,2,1
12662,0,1,5,4,2,3,1,2,1,4,2,1,3,5,1,3,3,2,3,3,2,0,2,3,-1,2,3,4,-1,2,2,0,15,2,2
12663,4,4,5,2,4,4,2,0,3,3,1,3,4,5,0,2,5,3,1,4,4,1,2,2,4,4,3,4,4,2,4,4,19,2,1
12664,3,5,5,4,5,4,3,5,0,1,2,3,1,4,1,1,5,5,5,5,3,1,3,5,2,4,3,5,5,2,5,5,24,2,1
12665,3,2,5,3,3,3,1,3,5,5,3,1,3,5,1,1,1,1,1,3,3,5,3,3,1,3,1,4,5,1,1,1,16,1,1
12666,0,3,4,2,4,3,1,3,4,2,3,2,3,4,0,2,5,2,5,5,2,0,2,4,3,2,3,0,2,3,3,3,35,2,1
12667,3,4,5,4,5,5,4,5,3,2,5,3,5,5,1,2,5,5,3,5,4,1,1,5,2,3,3,4,5,5,5,5,41,2,1
12668,-1,3,5,3,5,3,5,3,5,5,3,3,5,5,-1,1,3,3,1,3,5,-1,3,5,1,1,1,3,-1,3,5,3,41,1,1
12669,3,3,5,3,4,4,2,3,4,3,2,3,2,4,0,2,3,2,2,2,3,2,2,0,1,3,3,3,2,3,3,2,18,1,1
12670,4,4,5,4,5,4,3,5,5,4,3,4,5,5,5,4,5,4,4,5,5,3,1,4,0,4,3,5,4,5,5,4,34,1,1
12671,3,5,3,5,5,3,1,-1,5,5,3,3,5,5,0,1,5,5,1,3,3,5,5,3,3,3,2,3,3,3,5,1,23,2,1
12672,-1,3,1,5,3,5,3,3,1,1,3,5,1,3,1,-1,5,3,3,1,5,3,5,1,-1,1,5,3,3,-1,3,5,21,2,1
12673,3,5,5,4,5,3,3,1,-3,1,2,3,2,5,-1,1,5,3,1,3,3,-1,1,5,2,3,1,5,0,3,4,4,18,2,1
12674,3,4,5,3,5,5,3,1,1,1,1,3,3,3,1,3,5,5,1,5,5,1,-1,1,1,1,3,5,5,3,3,5,18,1,1
12675,3,5,4,3,4,3,1,2,4,2,1,2,-2,3,-2,2,5,5,1,4,4,0,3,2,2,3,2,3,3,1,3,4,46,2,1
12676,2,2,4,5,3,3,2,1,3,1,3,0,2,3,0,0,4,2,1,3,3,-1,5,1,-1,3,3,3,2,0,4,2,14,2,1
12677,2,0,5,3,5,4,3,2,3,5,3,4,3,5,2,3,2,4,3,3,5,4,3,4,2,3,4,5,4,1,4,1,19,1,2
12678,5,2,4,4,5,4,3,3,4,5,3,4,0,3,0,0,5,4,4,3,4,1,3,5,3,3,1,1,4,0,4,4,68,1,1
12679,1,1,4,3,5,5,4,5,5,5,5,5,4,4,2,2,5,4,3,5,3,5,3,4,-2,3,3,4,5,5,4,3,36,1,1
12680,-1,4,2,4,4,4,3,1,3,2,3,5,4,5,-1,2,4,0,-1,2,5,3,1,2,1,5,3,5,3,3,3,2,15,3,2
12681,3,3,5,3,5,3,3,2,5,0,1,2,3,4,0,2,5,3,3,3,5,1,1,2,3,3,1,5,5,3,5,2,27,2,1
12682,2,2,4,3,4,5,3,2,2,4,2,3,3,5,-1,-1,3,3,1,3,3,1,1,-1,-2,3,2,4,4,3,4,2,19,1,1
12683,5,4,4,5,5,5,5,4,5,3,5,3,3,5,1,2,5,5,3,3,3,2,1,5,3,4,5,4,3,4,5,5,25,2,1
12684,5,5,5,4,5,4,4,5,0,4,1,3,0,5,0,1,5,2,0,5,2,0,3,5,-2,3,2,1,5,3,5,3,50,2,1
12685,3,3,4,4,4,3,1,1,1,0,2,4,2,4,-2,1,4,1,0,1,3,2,2,2,0,2,4,4,1,2,2,2,18,2,1
12686,4,5,5,2,5,3,4,5,4,5,3,3,2,4,0,1,5,3,2,5,1,1,1,5,4,2,3,3,4,4,5,5,40,2,1
12687,0,0,3,1,4,4,1,2,-1,3,3,3,5,5,0,3,2,2,1,2,5,5,1,2,1,4,-1,5,4,4,2,0,16,1,2
12688,0,4,3,4,5,4,3,1,-1,2,5,2,1,4,0,1,2,0,2,1,4,0,2,0,-1,-1,2,1,0,2,3,0,19,2,2
12689,4,4,4,4,0,0,2,1,5,4,2,5,2,3,1,-2,5,1,0,-1,4,1,3,1,1,2,2,4,4,2,1,0,17,1,1
12690,5,4,3,3,5,4,3,5,4,3,1,0,3,4,0,2,4,3,5,3,2,2,3,4,0,3,1,3,5,3,5,4,26,2,1
12691,3,3,3,3,5,5,2,3,3,3,1,1,3,5,1,1,5,5,5,3,3,5,1,3,3,5,1,5,3,3,5,5,24,2,1
12692,5,5,3,5,5,4,2,5,5,5,4,3,5,5,0,2,5,5,5,5,5,1,3,4,3,3,3,5,5,3,5,5,24,2,1
12693,2,2,3,1,4,4,1,3,4,2,1,1,2,4,-1,-1,5,5,3,3,4,1,1,3,-1,3,2,-1,3,4,3,3,48,2,1
12694,3,4,5,5,5,5,4,4,5,5,4,3,5,5,4,4,5,4,5,5,5,1,3,5,1,5,2,1,4,5,5,4,52,1,2
12695,4,5,5,4,5,5,4,5,3,4,4,1,3,4,0,2,5,4,4,5,4,0,2,0,3,4,3,2,4,3,4,4,22,3,1
12696,3,4,4,3,5,5,4,3,0,2,2,2,0,4,0,2,5,5,1,5,3,0,1,3,1,2,4,3,5,3,4,5,37,2,1
12697,5,5,4,4,4,4,2,4,3,3,2,2,4,5,-1,2,5,5,5,5,3,1,3,3,3,2,5,3,4,3,4,4,21,2,1
12698,2,3,4,4,5,4,3,5,5,5,4,5,5,5,4,4,5,5,0,5,5,4,3,5,1,5,2,4,4,5,5,5,56,1,1
12699,1,0,2,4,0,2,0,1,0,4,2,3,5,5,1,3,1,2,0,3,4,3,1,0,1,2,1,3,2,1,1,-1,20,2,2
12700,0,1,3,1,3,3,0,3,-2,1,1,4,2,5,0,1,2,3,2,3,2,4,2,1,0,1,2,5,-1,2,1,1,16,1,1
12701,4,5,5,3,4,5,1,4,2,1,2,1,4,5,0,2,5,3,2,4,2,0,4,2,3,2,4,3,3,4,5,5,39,2,1
12702,5,5,5,5,5,3,3,5,3,5,5,3,1,5,1,1,5,5,5,3,5,-1,3,5,1,3,3,3,5,3,5,5,66,2,1
12703,0,1,4,4,2,4,2,3,0,5,1,0,3,5,2,3,5,1,1,3,5,2,3,1,2,3,3,5,2,3,3,1,22,2,2
12704,-1,1,1,3,5,3,-1,-1,3,3,0,3,5,5,-3,1,3,1,1,1,5,5,-1,4,-3,5,1,3,3,-1,3,-1,16,1,2
12705,2,3,3,4,4,3,3,5,3,3,1,3,5,5,3,3,3,4,3,4,3,3,3,1,0,5,1,3,2,5,3,2,19,1,1
12706,4,1,5,2,5,3,3,4,1,3,3,2,2,5,0,2,4,4,0,1,4,3,2,2,0,2,1,5,1,3,1,2,18,1,1
12707,5,5,5,5,3,5,4,3,3,4,3,3,4,5,1,0,5,3,1,3,5,1,3,3,2,3,5,5,5,3,5,5,16,2,1
12708,0,3,5,3,5,5,5,5,5,4,5,5,5,3,1,1,5,4,3,5,5,5,4,5,1,4,1,3,4,1,5,3,40,1,1
12709,3,3,5,1,5,4,3,3,-1,1,3,3,5,3,0,3,5,3,1,3,3,3,1,3,1,5,3,5,5,0,5,3,19,2,1
12710,1,1,0,1,3,1,1,2,1,-1,1,1,1,5,0,-1,3,1,0,3,3,1,-3,0,3,3,0,4,-1,1,1,1,19,2,2
12711,5,3,5,2,5,5,3,5,3,5,4,3,1,4,0,3,5,4,5,5,3,0,4,5,1,3,3,1,5,1,3,5,56,0,1
12712,0,0,5,0,4,2,4,1,1,3,3,5,3,5,2,0,3,3,0,2,0,1,2,2,1,2,2,4,4,4,4,3,24,1,1
12713,3,3,5,5,5,4,3,3,-1,3,1,1,3,5,0,3,5,3,1,4,1,1,3,4,3,3,4,5,4,3,5,4,20,2,1
12714,5,5,5,3,5,4,4,3,3,5,3,4,5,4,1,2,5,4,4,1,5,4,2,3,1,3,2,4,3,5,5,5,26,1,2
12715,3,0,4,4,3,4,2,2,5,3,4,3,1,4,1,-1,4,2,1,2,0,0,3,3,1,3,4,5,3,3,5,4,66,3,1
12716,2,-1,1,1,1,1,-1,1,3,3,3,3,1,5,1,1,3,3,-3,3,5,1,-1,1,-1,3,-1,3,-1,1,2,1,23,2,2
12717,4,5,4,4,5,4,3,5,4,5,3,5,3,5,0,3,5,4,2,5,4,1,2,4,2,4,4,2,4,5,4,4,37,2,1
12718,5,5,5,4,5,5,4,4,4,5,4,5,3,5,1,2,5,3,3,5,4,4,2,5,3,3,2,3,4,3,5,5,60,1,1
12719,5,5,3,4,5,3,1,5,4,4,4,2,2,5,1,3,5,5,4,5,5,2,1,4,4,4,4,5,4,5,4,5,20,1,1
12720,4,4,5,3,4,3,4,5,3,3,1,3,3,4,1,3,5,4,4,4,3,2,3,4,3,4,3,4,5,3,5,3,24,2,1
12721,2,3,5,5,5,4,4,3,5,5,5,5,3,5,3,3,5,5,1,3,4,4,2,3,3,5,3,5,4,4,5,3,18,1,1
12722,5,5,5,4,5,3,1,3,2,0,-1,2,1,3,-1,-1,3,4,2,3,4,-1,1,0,4,1,2,1,-1,2,3,4,16,2,1
12723,5,5,5,5,5,4,4,5,2,5,2,5,4,5,1,-1,5,4,3,5,5,2,3,5,3,4,4,5,3,3,5,5,32,2,1
12724,5,3,4,3,5,4,4,4,4,5,4,5,2,4,0,3,4,0,1,5,4,1,2,3,2,4,4,4,2,3,3,2,45,1,1
12725,1,3,3,3,5,3,3,1,1,3,1,1,2,3,1,1,4,2,1,2,4,1,3,2,-2,2,1,5,1,1,1,2,16,1,1
12726,4,5,4,4,5,3,2,3,0,3,2,3,5,5,0,4,3,1,1,3,4,0,2,4,2,1,2,5,2,3,2,1,18,2,2
12727,3,4,5,5,5,4,4,2,1,1,1,0,5,5,2,3,5,5,0,5,4,1,1,3,0,4,4,3,3,2,5,5,45,2,1
12728,1,0,3,0,2,3,0,2,0,3,2,3,5,5,1,1,4,2,1,2,4,2,2,2,0,3,3,3,-1,1,2,-2,19,1,2
12729,0,2,3,2,4,2,1,1,3,1,1,2,5,5,4,3,4,3,2,4,5,5,2,1,1,3,3,5,2,5,1,4,32,1,1
12730,4,4,4,2,4,3,3,4,2,4,4,3,5,5,2,3,4,4,0,2,2,4,2,4,2,3,2,5,3,5,5,2,23,1,1
12731,2,1,3,1,5,4,3,2,1,4,2,2,5,5,2,2,5,2,1,3,3,1,2,2,2,3,3,4,2,3,4,3,30,2,2
12732,3,1,4,1,3,3,4,4,5,5,2,5,5,5,3,2,3,1,2,2,4,2,1,4,2,2,1,2,5,2,2,0,29,1,1
12733,2,3,5,5,5,5,5,5,1,1,3,3,2,4,0,2,5,4,1,3,3,3,3,5,0,3,1,3,4,3,3,4,25,2,1
12734,5,5,5,3,5,5,3,1,5,5,1,3,1,5,-1,1,5,3,3,3,3,3,1,1,3,5,3,5,5,1,3,5,19,2,1
12735,5,3,5,1,5,5,0,2,3,4,4,2,0,4,-1,3,3,2,1,3,5,4,3,3,1,2,3,5,4,3,3,0,16,1,1
12736,2,3,1,1,5,3,2,2,3,2,3,3,4,4,1,2,4,3,2,5,4,1,1,1,2,4,3,3,5,3,2,3,32,1,1
12737,0,3,4,3,5,4,5,5,1,3,2,5,5,5,4,3,5,5,1,4,5,5,1,5,0,4,3,4,3,3,5,2,34,1,1
12738,0,1,3,1,3,3,3,2,1,2,2,2,4,5,2,3,2,2,0,2,5,4,2,2,0,4,2,3,2,5,1,1,30,1,2
12739,1,5,3,5,5,4,2,1,4,4,4,2,4,4,0,1,5,4,5,5,5,3,3,2,-1,4,5,3,3,3,4,4,31,2,1
12740,4,5,5,3,5,5,3,2,2,5,3,3,3,4,-1,1,4,4,4,5,3,1,0,5,0,3,2,1,4,1,5,4,49,2,1
12741,1,4,5,3,5,5,4,5,3,2,3,3,3,4,-1,2,5,4,3,4,4,2,1,2,1,4,4,5,2,3,4,4,21,2,1
12742,-1,3,1,5,4,4,3,3,3,5,1,1,5,3,-1,1,3,1,3,2,1,-1,3,3,-1,2,3,0,0,1,3,0,20,2,2
12743,1,1,3,5,1,3,3,1,3,4,1,1,1,3,-3,1,3,3,3,-1,1,-1,1,1,3,3,3,3,1,-1,3,1,18,2,2
12744,3,3,3,4,2,3,2,2,2,4,2,2,1,5,1,2,5,2,-1,1,2,2,2,1,0,2,1,5,2,3,4,2,21,2,2
12745,4,5,4,3,5,2,3,4,1,3,1,0,2,4,2,3,5,2,2,1,4,4,1,1,3,2,3,5,3,3,1,4,22,2,1
12746,4,3,4,2,3,0,0,1,1,2,0,2,0,4,0,0,1,1,0,1,3,0,1,0,1,3,1,3,-1,2,2,3,15,2,1
12747,3,3,5,3,4,4,5,4,1,-2,2,3,3,4,0,2,2,2,0,5,3,2,1,3,0,4,2,5,1,2,3,1,28,1,1
12748,2,-1,3,3,3,4,1,2,1,3,1,3,2,5,1,2,2,1,1,1,4,3,2,2,1,3,3,2,-1,2,4,1,23,2,2
12749,0,4,3,4,5,4,4,5,2,4,4,4,4,5,1,2,5,5,1,4,5,0,2,2,0,3,4,4,4,3,4,5,32,1,1
12750,0,1,3,4,4,4,4,2,2,0,1,2,0,3,0,1,5,4,2,5,2,1,2,2,-2,2,3,0,2,2,3,4,52,2,1
12751,0,3,4,0,3,2,5,0,0,3,2,2,5,5,-1,3,3,1,1,2,3,4,-1,1,1,2,0,5,0,5,3,0,17,1,2
12752,3,5,0,3,4,4,1,4,2,3,3,3,3,4,-2,2,5,3,2,2,3,1,-1,3,-1,1,2,5,4,1,0,4,17,2,1
12753,1,-1,5,3,3,3,3,1,1,3,3,1,3,5,3,5,5,5,1,3,5,5,3,3,1,5,1,3,3,3,3,1,22,1,2
12754,3,3,5,4,5,3,2,1,2,1,1,1,1,3,1,2,5,3,3,3,4,0,3,1,1,1,1,5,3,1,3,-1,13,0,1
12755,3,-1,5,3,5,5,1,3,3,5,3,5,1,5,1,5,3,5,1,3,5,5,5,3,3,5,1,5,5,5,5,3,28,1,1
12756,5,3,4,5,5,4,4,4,1,2,2,0,3,4,-1,1,5,3,3,5,3,-1,1,4,1,2,4,4,4,4,4,5,31,2,1
12757,3,3,4,2,4,3,2,5,5,5,5,5,3,5,1,3,5,3,2,4,4,1,3,5,4,3,4,3,4,4,3,4,30,1,1
12758,3,4,4,5,5,4,2,4,3,4,1,3,3,5,1,3,5,1,4,5,3,1,2,2,-1,1,5,3,2,2,4,5,35,2,1
12759,4,3,5,3,5,4,3,5,2,4,3,3,4,5,0,1,4,4,2,3,5,4,1,3,1,3,3,5,5,4,5,2,29,1,1
12760,4,3,5,1,5,3,3,3,5,5,5,5,5,5,3,3,4,3,1,3,5,4,2,3,3,5,3,5,3,5,5,1,18,1,1
12761,2,2,4,0,3,3,3,3,5,5,2,3,3,5,2,2,2,1,2,3,5,5,4,3,4,3,3,4,1,4,3,2,17,1,2
12762,0,0,3,3,3,3,2,2,3,3,2,3,3,5,3,3,3,-1,1,2,5,1,2,2,2,4,3,5,4,3,1,0,20,1,2
12763,5,5,5,3,5,5,1,3,3,1,3,1,3,5,1,1,5,5,3,5,5,3,3,3,5,3,3,5,3,1,3,5,19,3,1
12764,5,5,5,4,5,4,4,4,3,1,1,0,3,5,-1,2,5,2,5,4,1,0,1,1,1,2,4,4,4,3,4,5,22,2,1
12765,3,3,5,3,3,3,1,3,3,3,3,1,1,3,1,3,5,3,1,5,3,1,3,1,3,1,3,3,-3,1,3,1,28,2,1
12766,1,3,3,5,3,3,1,3,3,1,0,3,5,5,1,3,5,5,1,3,5,-1,1,1,1,5,3,3,3,3,5,5,24,2,1
12767,5,3,4,4,5,2,2,3,3,2,2,3,0,4,-1,3,5,4,1,5,5,1,1,2,-1,3,3,4,4,3,5,4,17,2,1
12768,-1,1,4,2,5,3,0,1,-2,-1,3,3,5,5,1,1,4,5,4,5,4,-1,1,3,-1,4,2,3,3,5,1,3,61,1,1
12769,3,1,5,1,5,5,5,5,1,3,3,5,5,5,1,3,3,5,1,3,5,1,1,5,1,1,3,1,3,5,5,5,50,1,1
12770,3,3,3,3,5,4,4,3,2,1,1,1,4,5,3,4,4,3,1,3,5,4,3,3,2,2,1,5,5,5,4,3,18,1,1
12771,1,1,3,3,2,4,2,2,4,5,3,2,5,5,4,3,1,3,1,3,4,1,2,2,0,4,3,3,4,5,5,3,35,1,2
12772,2,4,3,2,4,4,1,1,2,4,4,5,5,5,1,1,1,1,1,2,5,2,2,2,0,5,0,4,1,3,5,1,22,1,1
12773,2,2,2,1,2,3,1,3,-1,2,1,0,3,5,1,3,5,2,1,1,2,4,1,0,0,2,0,4,1,3,3,1,16,2,2
12774,2,3,5,5,5,4,3,3,1,2,2,1,5,5,1,2,5,3,2,4,1,1,2,2,0,4,3,5,5,5,2,3,35,2,1
12775,4,5,5,3,5,5,4,3,1,2,2,2,0,4,-1,2,5,3,1,4,2,1,3,2,0,2,4,2,2,2,4,3,34,2,1
12776,3,5,4,4,5,5,5,5,3,1,3,4,3,5,0,1,5,3,1,3,5,1,2,5,1,5,3,3,3,5,5,4,33,2,1
12777,5,5,3,3,5,4,3,4,3,5,1,1,3,5,-1,1,5,3,1,3,4,1,2,1,3,5,2,5,4,1,4,5,17,2,1
12778,3,4,5,4,4,3,4,2,3,1,3,2,3,5,3,1,3,4,0,4,5,3,2,2,1,5,2,5,3,3,4,3,19,1,1
12779,3,1,2,3,3,3,3,3,2,5,2,2,2,5,3,0,3,3,1,1,5,1,1,2,0,5,1,3,2,5,3,1,21,1,2
12780,5,3,4,3,5,5,3,5,3,3,2,2,5,5,4,1,3,4,1,5,5,2,2,5,0,5,3,5,4,5,5,2,30,1,1
12781,3,2,5,4,5,4,2,1,0,1,2,2,0,4,0,2,4,2,2,1,0,0,3,1,0,3,3,-1,1,4,5,1,20,2,1
12782,3,5,5,5,5,5,3,3,2,3,1,3,5,5,1,3,5,3,3,1,3,5,3,1,3,1,3,5,1,1,3,1,16,2,1
12783,3,1,3,3,3,3,5,-1,3,3,3,1,3,5,-3,1,5,3,1,3,2,-1,1,1,-1,3,1,5,3,-1,3,1,15,2,2
12784,1,1,3,-1,1,1,1,1,3,5,5,5,5,5,5,3,1,-1,-1,1,3,5,3,5,1,4,3,3,1,1,0,-1,17,1,2
12785,3,3,5,3,5,4,2,5,4,3,5,4,5,4,1,3,2,2,1,2,3,4,2,4,0,2,4,5,0,5,3,0,40,1,2
12786,2,0,5,3,5,4,5,5,0,1,2,2,5,5,2,3,4,4,2,3,5,4,2,4,0,4,3,5,3,5,4,4,23,1,1
12787,2,5,4,4,5,5,2,2,3,5,5,5,0,1,3,0,4,4,5,5,4,4,3,3,3,5,1,1,0,2,3,5,42,1,1
12788,5,4,5,4,5,4,4,4,0,1,1,0,2,5,1,3,5,4,2,5,2,1,1,3,2,2,5,5,3,4,4,4,42,2,1
12789,2,0,3,4,5,4,4,3,0,4,3,1,2,5,-1,4,3,5,2,3,5,1,3,1,1,3,2,5,0,2,4,3,21,1,1
12790,4,3,5,3,3,3,3,3,2,2,2,1,3,5,0,2,3,3,1,3,2,1,1,0,3,3,3,0,2,1,2,1,16,2,1
12791,2,2,3,3,4,3,3,2,1,2,1,2,-1,4,0,0,3,0,-1,1,2,0,1,0,-2,1,3,3,1,2,1,1,17,2,1
12792,3,-1,4,4,5,3,2,4,4,4,4,5,2,4,-1,3,4,0,3,3,4,3,3,2,1,2,3,4,1,1,4,2,20,2,2
12793,0,2,3,3,5,2,3,3,2,3,3,3,2,5,0,4,0,4,2,2,4,5,2,2,0,2,2,5,1,1,2,1,20,1,1
12794,5,5,5,3,4,3,4,1,1,1,-2,1,4,4,0,4,4,2,1,1,1,0,2,2,1,1,4,3,3,1,2,3,20,2,1
12795,3,3,2,4,2,1,2,3,1,2,1,5,1,4,0,3,5,2,0,1,1,3,1,1,-2,1,3,5,4,3,2,1,15,2,1
12796,0,3,5,3,3,4,0,3,4,5,5,1,3,4,0,2,4,4,3,3,3,5,4,2,0,3,3,2,4,1,4,3,14,1,1
12797,0,1,4,1,2,4,1,1,2,3,3,3,3,3,0,1,3,1,0,0,4,1,3,2,0,3,3,0,1,2,5,0,22,1,2
12798,5,1,1,5,3,5,1,1,3,5,0,3,5,5,3,1,5,5,1,0,5,1,1,0,3,3,3,3,5,0,5,0,17,2,2
12799,3,5,5,4,5,5,1,3,0,0,2,1,1,4,-2,0,5,2,3,5,2,1,1,3,3,3,5,4,3,1,4,3,25,2,1
12800,2,4,4,3,5,3,3,5,3,5,5,5,4,5,1,2,5,4,5,3,5,2,2,5,2,4,3,4,3,5,5,4,33,1,1
12801,1,1,3,3,3,3,1,0,1,2,3,1,5,5,2,2,2,0,1,3,5,5,2,4,-3,2,3,3,3,2,4,1,18,1,2
12802,0,1,3,2,2,3,2,1,0,0,1,3,5,5,0,3,3,1,-1,2,0,4,3,1,0,2,3,3,0,2,2,0,22,1,2
12803,5,3,5,3,5,5,5,5,1,3,1,1,5,5,-1,2,5,3,3,5,5,3,4,1,1,3,5,3,3,3,5,5,23,2,1
12804,4,2,3,4,5,4,4,5,1,2,1,2,0,4,-2,3,2,2,1,4,3,1,0,4,-1,2,2,2,1,3,3,3,34,2,1
12805,2,2,5,3,5,3,2,5,3,3,2,1,4,5,4,2,5,5,0,5,4,4,0,2,2,2,3,5,5,4,4,4,20,1,1
12806,5,4,4,2,5,5,4,4,5,4,5,5,4,4,2,2,5,5,4,5,5,1,2,5,3,5,2,2,4,3,5,5,62,1,1
12807,0,2,1,2,0,3,1,5,3,3,2,3,0,4,-1,1,4,3,3,3,2,2,1,3,0,3,4,3,1,3,3,3,29,1,1
12808,1,3,3,4,5,5,3,3,1,-1,2,1,3,3,-1,0,5,4,1,2,1,0,1,2,1,3,1,3,1,1,5,2,24,2,1
12809,-1,3,3,-3,3,1,-1,1,3,3,1,3,3,5,1,3,3,2,3,3,5,3,1,3,-1,5,3,5,1,1,1,3,19,1,1
12810,-1,1,2,3,3,2,3,3,3,3,1,1,2,5,0,1,2,2,3,3,0,0,3,1,1,3,3,3,-1,1,-1,0,16,2,2
12811,1,1,5,3,5,5,5,5,1,-1,1,1,1,3,-1,1,3,3,5,3,1,-1,1,1,-1,3,3,3,1,3,5,3,32,2,1
12812,0,1,3,3,4,3,3,5,0,5,1,2,5,5,0,1,3,3,3,0,3,1,2,1,0,3,3,5,0,2,4,1,23,1,1
12813,4,4,5,4,5,3,4,4,3,0,3,1,4,4,1,2,4,4,3,5,4,1,2,4,0,3,2,5,3,2,5,2,33,1,1
12814,1,0,2,3,3,3,2,3,4,1,3,3,4,5,4,3,2,1,3,3,5,3,1,2,2,3,3,5,1,3,3,-1,18,1,2
12815,1,2,5,3,4,4,2,0,3,4,2,2,5,5,0,3,2,5,2,5,4,2,3,3,0,4,2,5,3,5,4,2,17,1,1
12816,1,2,3,0,3,3,0,3,4,3,3,4,0,4,0,2,1,2,1,3,3,1,3,2,2,4,1,4,2,0,1,0,17,1,1
12817,1,4,5,4,5,3,3,5,5,3,3,4,3,4,1,3,3,4,2,5,5,3,3,2,2,5,3,5,5,2,3,4,24,1,1
12818,5,4,4,4,3,3,1,1,4,1,2,2,1,5,0,3,5,4,0,3,5,1,2,1,4,3,4,5,3,3,3,5,21,2,1
12819,3,5,5,5,5,5,3,5,3,1,1,1,3,3,-2,1,5,5,5,5,5,3,4,5,1,3,3,3,3,3,5,5,49,2,1
12820,3,3,5,3,3,1,-1,3,1,3,1,5,3,5,-3,3,5,3,1,3,5,3,5,-1,-1,5,1,5,3,1,-2,-1,17,1,1
12821,3,4,4,4,5,3,3,4,3,4,4,5,4,4,1,3,5,5,4,5,4,2,2,5,3,4,3,3,4,3,3,4,39,1,1
12822,5,4,5,3,5,5,4,5,2,2,1,2,3,4,-1,1,5,5,3,5,4,0,2,5,1,3,5,5,5,4,5,5,27,2,1
12823,-1,2,2,4,2,3,-1,1,2,5,2,2,3,4,-2,1,4,2,1,3,2,1,1,2,3,2,2,1,2,2,2,1,20,2,2
12824,5,5,5,3,5,4,3,4,3,2,1,3,3,4,-1,1,4,2,2,5,1,0,3,4,0,3,3,4,4,4,4,4,20,2,1
